izvor,sekcija,kljuc,sr,en,ru,hr,hu
"faq","pocetnici","pitanje 82 — pitanje","Kupujem od oglašivača koga niko nije potvrdio — koliki je rizik?","I am buying from an advertiser who is not confirmed — how big is the risk?","Покупаю у автора объявления, который не подтверждён, — насколько это рискованно?","Kupujem od oglašivača koji nije potvrđen — koliki je rizik?","Olyan hirdetőtől vásárolok, aki nincs megerősítve — mekkora a kockázat?"
"faq","pocetnici","pitanje 82 — odgovor","Redovan član je onaj čiju je stvarnost neko potvrdio — nepoznat tebi, ali ne i mreži. Nov član je onaj čiju stvarnost još niko nije potvrdio, i njegov oglas to jasno nosi.

Zato POEN šaljite isključivo po prijemu robe ili usluge.

Za kvalitet, isporuku i ispunjenje dogovora odgovarate vas dvoje, po opštim pravilima — Fondacija i Protokol se u to ne mešaju.","A full member is someone whose reality has been confirmed by another person — unknown to you, but not to the network. An unconfirmed advertiser is someone whose reality no one has confirmed yet, and their listing states that plainly.

For that reason, send POENs only after you have received the goods or the service.

You are answerable to each other for quality, delivery and performance under general rules — the Foundation and the Protocol do not interfere.","Подтверждённый участник — тот, чью реальность кто-то подтвердил: незнакомый вам, но не сети. Неподтверждённый автор объявления — тот, чью реальность ещё никто не подтвердил, и его объявление прямо об этом говорит.

Поэтому отправляйте ПОЕН исключительно по получении товара или услуги.

За качество, доставку и исполнение договорённости отвечаете вы двое, по общим правилам — Фонд и Протокол в это не вмешиваются.","Redovni član je onaj čiju je stvarnost netko potvrdio — nepoznat tebi, ali ne i mreži. Bez potvrde oglašivač je onaj čiju stvarnost još nitko nije potvrdio, i njegov oglas to jasno nosi.

Zato POEN šaljite isključivo po primitku robe ili usluge.

Za kvalitetu, isporuku i ispunjenje dogovora odgovarate vas dvoje, po općim pravilima — Zaklada i Protokol se u to ne miješaju.","A rendes tag olyasvalaki, akinek a valódiságát más megerősítette — neked ismeretlen, a hálózatnak nem. A nem megerősített hirdető olyasvalaki, akinek a valódiságát még senki nem erősítette meg, és a hirdetése ezt világosan jelzi.

Ezért POEN-t kizárólag a javak vagy a szolgáltatás átvétele után küldjetek.

A minőségért, a teljesítésért és a megállapodás betartásáért ti ketten feleltek az általános szabályok szerint — az Alapítvány és a Protokoll nem avatkozik bele."
"faq","pocetnici","pitanje 83 — pitanje","Koliko oglasa mogu da postavim pre potvrde?","How many listings can I post before confirmation?","Сколько объявлений я могу разместить до подтверждения?","Koliko oglasa mogu postaviti prije potvrde?","Hány hirdetést adhatok fel megerősítés előtt?"
"faq","pocetnici","pitanje 83 — odgovor","Tri aktivna, i to samo ponude — nešto što nudiš. Svaki oglas mora imati naslov, opis, fotografiju, kategoriju i mesto — dužina naslova i opisa nije uslov.

Potražnja — oglas kojim nešto tražiš — kontakt sa oglašivačima i pokretanje razgovora stižu sa potvrdom. Ako ti se neko javi povodom tvog oglasa, možeš da mu odgovoriš i pre nje.","Three active ones, and offers only — something you are offering. Each listing must have a title, a description, a photograph, a category and a place — the length of the title and description is not a condition.

A want ad — a listing in which you ask for something — contacting advertisers and starting a conversation come with confirmation. If someone gets in touch about your listing, you may reply even before that.","Три активных, и только предложения — то, что вы предлагаете. У каждого объявления должны быть заголовок, описание, фотография, категория и место — длина заголовка и описания условием не является.

Заявка — объявление, которым вы что-то ищете, — связь с авторами объявлений и начало разговора приходят с подтверждением. Если кто-то напишет вам по поводу вашего объявления, ответить можно и раньше.","Tri aktivna, i to samo ponude — nešto što nudiš. Svaki oglas mora imati naslov, opis, fotografiju, kategoriju i mjesto — duljina naslova i opisa nije uvjet.

Potražnja — oglas kojim nešto tražiš — kontakt s oglašivačima i pokretanje razgovora stižu s potvrdom. Ako ti se netko javi povodom tvog oglasa, možeš mu odgovoriti i prije toga.","Hármat aktívan, és csak ajánlatot — olyasmit, amit kínálsz. Minden hirdetésnek címet, leírást, fényképet, kategóriát és helységet kell tartalmaznia — a cím és a leírás hossza nem feltétel.

A keresési hirdetés — amellyel te keresel valamit —, a hirdetők elérése és a beszélgetés kezdeményezése a megerősítéssel jár. Ha valaki a hirdetésed kapcsán keres meg, már előtte is válaszolhatsz neki."
"faq","poen-zrno","naslov sekcije","POEN i ZRNO","POEN and ZRNO","ПОЕН и ЗРНО","POEN i ZRNO","POEN és ZRNO"
"faq","poen-zrno","pitanje 1 — pitanje","Šta je POEN i ima li vrednost u dinarima?","What is POEN and does it have a monetary value?","Что такое ПОЕН и есть ли у него ценность в динарах?","Što je POEN i ima li vrijednost u dinarima?","Mi az a POEN, és van-e dinárban kifejezett értéke?"
"faq","poen-zrno","pitanje 1 — odgovor","POEN je zapis u evidenciji da si zajednici dao nešto vredno — kroz razmenu sa drugim korisnicima, potvrdu u lancu, rad za zajednicu, donaciju ili pokroviteljstvo.

POEN nije novac u pravnom smislu — nije sredstvo plaćanja, nije elektronski novac, nije digitalna imovina, i ne predstavlja dug Fondacije prema tebi.

Odnos „1 POEN ≈ 1 RSD"" služi samo kao orijentir da znaš o kolikoj vrednosti je reč — Fondacija ne garantuje tu vrednost i ne menja POEN za novac.","POEN is a ledger record that you have given something valuable to the community — through exchanges with other users, confirmation in the chain of confirmations, work for the community, a donation, or sponsorship.

POEN is not money in a legal sense — it is not a means of payment, not electronic money, not a digital asset, and does not represent a debt of the Foundation to you.

The guideline of ""1 POEN ≈ 1 RSD"" serves only as a reference so you know the approximate scale of value — the Foundation does not guarantee that value and does not exchange POEN for money.","ПОЕН — это запись в учёте о том, что ты дал сообществу нечто ценное: через обмен с другими пользователями, подтверждение в цепочке подтверждений, работу для сообщества, пожертвование или покровительство.

ПОЕН не является деньгами в правовом смысле — это не средство платежа, не электронные деньги, не цифровое имущество, и он не представляет собой долг Фонда перед тобой.

Соотношение «1 ПОЕН ≈ 1 RSD» служит лишь ориентиром, чтобы ты понимал, о каком порядке ценности идёт речь, — Фонд эту стоимость не гарантирует и не обменивает ПОЕН на деньги.","POEN je zapis u evidenciji da si zajednici dao nešto vrijedno — kroz razmjenu s drugim korisnicima, potvrdu u lancu potvrda, rad za zajednicu, donaciju ili pokroviteljstvo.

POEN nije novac u pravnom smislu — nije sredstvo plaćanja, nije elektronički novac, nije digitalna imovina i ne predstavlja dug Fondacije prema tebi.

Odnos „1 POEN ≈ 1 RSD"" služi samo kao orijentir da znaš o kolikoj je vrijednosti riječ — Fondacija ne jamči tu vrijednost i ne mijenja POEN za novac.","A POEN nyilvántartási bejegyzés arról, hogy értékeset adtál a közösségnek — más felhasználókkal folytatott cserével, megerősítési láncbeli megerősítéssel, a közösségért végzett munkával, adománnyal vagy patronálással.

A POEN jogi értelemben nem pénz — nem fizetőeszköz, nem elektronikus pénz, nem digitális vagyon, és nem jelent az Alapítvány részéről fennálló tartozást feléd.

Az „1 POEN ≈ 1 RSD"" arány csupán tájékoztató támpont, hogy tudd, milyen nagyságrendről van szó — az Alapítvány ezt az értéket nem garantálja, és a POEN-t nem váltja pénzre."
"faq","poen-zrno","pitanje 2 — pitanje","Mogu li unovčiti POEN ili ga prodati za novac?","Can I cash out POEN or sell it for money?","Могу ли я обналичить ПОЕН или продать его за деньги?","Mogu li unovčiti POEN ili ga prodati za novac?","Pénzzé tehetem-e a POEN-t, vagy eladhatom-e pénzért?"
"faq","poen-zrno","pitanje 2 — odgovor","Ne. POEN ne možeš zameniti za dinare, stranu valutu ni bilo koje drugo sredstvo plaćanja. Fondacija ne otkupljuje POEN.

Možeš ga preneti drugom korisniku pri razmeni dobara i usluga — uključujući Pijacu — ili kroz njega upisati ZRNO.

Sam prenos POEN-a uvek se beleži u evidenciji — a ako se uz to neko privatno dogovori za novac, radi to na svoju odgovornost: Fondacija takav dogovor niti podržava, niti je njegov deo, niti ga može sprečiti.","No. You cannot exchange POEN for dinars, foreign currency, or any other means of payment. The Foundation does not buy back POEN.

You can transfer it to another user in an exchange of goods and services — including the marketplace — or use it to inscribe ZRNO.

Every transfer of POEN is always recorded in the ledger — and if someone privately arranges a cash deal alongside it, they do so at their own risk: the Foundation neither endorses nor is party to such an arrangement, nor can it prevent it.","Нет. ПОЕН нельзя обменять на динары, иностранную валюту или любое другое средство платежа. Фонд ПОЕН не выкупает.

Ты можешь передать его другому пользователю при обмене товарами и услугами — в том числе на Рынке — или записать через него ЗРНО.

Сама передача ПОЕН всегда фиксируется в учёте, а если при этом кто-то приватно договаривается о деньгах, он делает это под свою ответственность: Фонд такую договорённость не поддерживает, её частью не является и предотвратить её не может.","Ne. POEN ne možeš zamijeniti za dinare, stranu valutu ni bilo koje drugo sredstvo plaćanja. Fondacija ne otkupljuje POEN.

Možeš ga prenijeti drugom korisniku pri razmjeni dobara i usluga — uključujući Pijacu — ili kroz njega upisati ZRNO.

Sam prijenos POEN-a uvijek se bilježi u evidenciji — a ako se uz to netko privatno dogovori za novac, radi to na vlastitu odgovornost: Fondacija takav dogovor niti podržava, niti je njegov dio, niti ga može spriječiti.","Nem. A POEN nem cserélhető dinárra, külföldi valutára vagy bármilyen más fizetőeszközre. Az Alapítvány nem vásárolja vissza a POEN-t.

Átadhatod más felhasználónak javak és szolgáltatások cseréje során — a Piacon is —, vagy ZRNO-t jegyezhetsz be általa.

Maga a POEN-átadás mindig rögzül a nyilvántartásban; ha pedig emellett valaki magánúton pénzben állapodik meg, azt saját felelősségére teszi: az Alapítvány az ilyen megállapodást nem támogatja, nem részese, és megakadályozni sem tudja."
"faq","poen-zrno","pitanje 3 — pitanje","Da li POEN ističe?","Does POEN expire?","Истекает ли срок действия ПОЕН?","Istječe li POEN?","Lejár-e a POEN?"
"faq","poen-zrno","pitanje 3 — odgovor","Trenutno ne. POEN ostaje zabeležen u tvom zapisu dok ga ne preneseš drugima ili ne deaktiviraš nalog.

Eventualno uvođenje mehanizma „starenja"" POEN-a (koji bi podsticao cirkulaciju umesto akumulacije) bilo bi suštinska izmena sistema i zahtevalo bi glasanje Gornjeg Kola — Fondacija to ne može doneti sama.","Not currently. POEN stays recorded in your ledger until you transfer it to others or deactivate your account.

Any future introduction of a POEN ""ageing"" mechanism (which would encourage circulation rather than accumulation) would be a fundamental change to the system and would require a vote of the Upper Kolo — the Foundation cannot do that on its own.","Сейчас нет. ПОЕН остаётся учтённым в твоей записи, пока ты не передашь его другим или не деактивируешь учётную запись.

Возможное введение механизма «старения» ПОЕН (который поощрял бы обращение вместо накопления) было бы существенным изменением системы и потребовало бы голосования Верхнего Коло — Фонд не может принять такое решение сам.","Trenutačno ne. POEN ostaje zabilježen u tvom zapisu dok ga ne preneseš drugima ili ne deaktiviraš korisnički račun.

Eventualno uvođenje mehanizma „starenja"" POEN-a (koji bi poticao cirkulaciju umjesto akumulacije) bilo bi bitna izmjena sustava i zahtijevalo bi glasovanje Gornjeg Kola — Fondacija to ne može donijeti sama.","Jelenleg nem. A POEN nyilvántartva marad a bejegyzésedben mindaddig, amíg át nem adod másoknak, vagy amíg nem inaktiválod a fiókodat.

A POEN „öregedési"" mechanizmusának esetleges bevezetése (amely a felhalmozás helyett a körforgást ösztönözné) a rendszer lényegi megváltoztatása volna, és a Felső Kolo szavazását igényelné — az Alapítvány ezt önmagában nem hozhatja meg."
"faq","poen-zrno","pitanje 4 — pitanje","Šta je ZRNO i čemu služi?","What is ZRNO and what is it for?","Что такое ЗРНО и для чего оно нужно?","Što je ZRNO i čemu služi?","Mi az a ZRNO, és mire szolgál?"
"faq","poen-zrno","pitanje 4 — odgovor","ZRNO je drugi zapis koji sistem vodi o tebi, odvojen od POEN-a. Dok POEN beleži tvoj doprinos — šta si dao zajednici — ZRNO beleži tvoj položaj, meru trajnijeg učešća u zajednici. Iz tog položaja proizlaze dve stvari: glas u odlukama o pravilima sistema i evidentiran položaj koji se menja sa aktivnošću u sistemu. ZRNO nije udeo, akcija ni digitalna imovina i ne nosi kamatu ni prinos — ono pokazuje koliko si svog doprinosa uložio nazad u zajednicu, ne koliko ti ona duguje.","ZRNO is a second record the system keeps about you, separate from POEN. While POEN records your contribution — what you have given to the community — ZRNO records your standing, a measure of more enduring participation in the community. From that standing two things follow: a vote in decisions about the system's rules, and a recorded position that changes with your activity in the system. ZRNO is not a share, a stock, or a digital asset and carries no interest or return — it shows how much of your contribution you have reinvested into the community, not how much the community owes you.","ЗРНО — это вторая запись, которую система ведёт о тебе, отдельно от ПОЕН. Если ПОЕН фиксирует твой вклад — что ты дал сообществу, — то ЗРНО фиксирует твоё положение, меру более устойчивого участия в сообществе. Из этого положения вытекают две вещи: голос в решениях о правилах системы и учтённое положение, которое меняется вместе с активностью в системе. ЗРНО не является долей, акцией или цифровым имуществом и не приносит ни процентов, ни дохода — оно показывает, сколько своего вклада ты вложил обратно в сообщество, а не сколько оно тебе должно.","ZRNO je drugi zapis koji sustav vodi o tebi, odvojen od POEN-a. Dok POEN bilježi tvoj doprinos — što si dao zajednici — ZRNO bilježi tvoj položaj, mjeru trajnijeg sudjelovanja u zajednici. Iz tog položaja proizlaze dvije stvari: glas u odlukama o pravilima sustava i evidentiran položaj koji se mijenja s aktivnošću u sustavu. ZRNO nije udio, dionica ni digitalna imovina i ne nosi kamatu ni prinos — ono pokazuje koliko si svog doprinosa uložio natrag u zajednicu, ne koliko ti ona duguje.","A ZRNO a második bejegyzés, amelyet a rendszer vezet rólad, a POEN-től elkülönítve. Míg a POEN a hozzájárulásodat rögzíti — azt, amit a közösségnek adtál —, a ZRNO a helyzetedet, a közösségben való tartósabb részvételed mértékét. Ebből a helyzetből két dolog következik: szavazat a rendszer szabályairól szóló döntésekben, valamint egy nyilvántartott helyzet, amely a rendszerbeli tevékenységgel változik. A ZRNO nem részesedés, nem részvény és nem digitális vagyon, és nem hoz sem kamatot, sem hozamot — azt mutatja, mennyit fektettél vissza a hozzájárulásodból a közösségbe, nem pedig azt, hogy a közösség mennyivel tartozik neked."
"faq","poen-zrno","pitanje 5 — pitanje","Kakav je odnos prema porezu i fiskalizaciji?","What is the tax and fiscal situation?","Как обстоит дело с налогами и фискализацией?","Kakav je odnos prema porezu i fiskalizaciji?","Hogyan viszonyul mindez az adózáshoz és a számlaadáshoz?"
"faq","poen-zrno","pitanje 5 — odgovor","POEN nije novac niti zakonsko sredstvo plaćanja, a razmena u POEN-ima nije platna transakcija u smislu propisa o platnim uslugama. KOLO ne obračunava poreze niti izdaje fiskalne račune u tvoje ime. Ipak, razmena dobara i usluga može imati poreske implikacije za tebe, zavisno od toga šta i u kom obimu radiš — za to važe opšti propisi. Fondacija ne pruža poreski savet; korisnik je odgovoran za sopstvene poreske obaveze. Ako redovno pružaš robu ili uslugu, posavetuj se sa knjigovođom.","POEN is not money or legal tender, and exchanges in POEN are not payment transactions under payment services regulations. KOLO does not calculate taxes or issue fiscal receipts on your behalf. Nevertheless, the exchange of goods and services may have tax implications for you depending on what you do and at what scale — general regulations apply. The Foundation does not provide tax advice; each user is responsible for their own tax obligations. If you regularly provide goods or services, consult an accountant.","ПОЕН не является деньгами или законным средством платежа, а обмен в ПОЕН не является платёжной операцией в смысле норм о платёжных услугах. КОЛО не рассчитывает налоги и не выдаёт фискальные чеки от твоего имени. Тем не менее обмен товарами и услугами может иметь для тебя налоговые последствия — в зависимости от того, что и в каком объёме ты делаешь; здесь действуют общие нормы. Фонд не оказывает налоговых консультаций; за собственные налоговые обязанности отвечает сам пользователь. Если ты регулярно предоставляешь товар или услугу, посоветуйся с бухгалтером.","POEN nije novac niti zakonsko sredstvo plaćanja, a razmjena u POEN-ima nije platna transakcija u smislu propisa o platnim uslugama. KOLO ne obračunava poreze niti izdaje fiskalne račune u tvoje ime. Ipak, razmjena dobara i usluga može imati porezne implikacije za tebe, ovisno o tome što i u kojem opsegu radiš — za to vrijede opći propisi. Fondacija ne pruža porezni savjet; korisnik je odgovoran za vlastite porezne obveze. Ako redovito pružaš robu ili uslugu, posavjetuj se s knjigovođom.","A POEN nem pénz és nem törvényes fizetőeszköz, a POEN-ben történő csere pedig nem pénzforgalmi művelet a pénzforgalmi szolgáltatásokról szóló szabályok értelmében. A KOLO nem számol adót, és nem állít ki adóügyi számlát a nevedben. Ugyanakkor a javak és szolgáltatások cseréjének lehetnek adójogi következményei számodra, attól függően, mit és milyen mértékben teszel — erre az általános szabályok vonatkoznak. Az Alapítvány nem ad adótanácsot; a saját adókötelezettségeiért a felhasználó felel. Ha rendszeresen nyújtasz árut vagy szolgáltatást, kérd könyvelő tanácsát."
"faq","poen-zrno","pitanje 38 — pitanje","Šta tačno znači princip dva odvojena akta?","What exactly does the ""two separate acts"" principle mean?","Что именно означает принцип двух самостоятельных актов?","Što točno znači princip dva odvojena akta?","Pontosan mit jelent a két különálló aktus elve?"
"faq","poen-zrno","pitanje 38 — odgovor","Princip dva odvojena akta opisuje pravnu prirodu svakog evidentiranja POEN-a iz Protokola.

Akt 1: korisnik doprinese zajedničkom dobru ili ima status koji to potvrđuje (donira, doprinosi kroz operativni program, potvrdi novog korisnika u lancu, ima status koji pokreće socijalni program ili podnese prijavu pokroviteljstva).

Akt 2: Protokol algoritamski i deterministički evidentira POEN po pravilima Pravilnika — bez diskrecije, bez ugovora, bez protivčinidbe.

Ova dva akta su pravno nezavisna — ne postoji ugovor između korisnika i Fondacije po kome bi za urađeno X dobio Y POEN-a, niti korisnik ima potraživanje prema Fondaciji za evidentiranjem POEN-a.","The two-separate-acts principle describes the legal nature of every POEN credit from the Protocol.

Act 1: the user contributes to the common good or holds a status that confirms such contribution (makes a donation, contributes through an operational programme, confirms a new user in the chain of confirmations, holds a status that triggers a social programme, or submits a sponsorship application).

Act 2: the Protocol algorithmically and deterministically records POEN according to the Rules — without discretion, without a contract, without counter-performance.

These two acts are legally independent — there is no contract between the user and the Foundation under which doing X would entitle the user to Y POEN, nor does the user have a claim against the Foundation for having POEN recorded.","Принцип двух самостоятельных актов описывает правовую природу каждого учёта ПОЕН со стороны Протокола.

Акт 1: пользователь вносит вклад в общее благо или имеет статус, который это подтверждает (жертвует, участвует в операционной программе, подтвердит нового пользователя в цепочке подтверждений, имеет статус, запускающий социальную программу, или подаёт заявку на покровительство).

Акт 2: Протокол алгоритмически и детерминированно учитывает ПОЕН по правилам Регламента — без усмотрения, без договора, без встречного предоставления.

Эти два акта юридически независимы — не существует договора между пользователем и Фондом, по которому за сделанное X полагался бы Y ПОЕН, и у пользователя нет требования к Фонду об учёте ПОЕН.","Princip dva odvojena akta opisuje pravnu prirodu svakog evidentiranja POEN-a iz Protokola.

Akt 1: korisnik doprinese zajedničkom dobru ili ima status koji to potvrđuje (donira, doprinosi kroz operativni program, potvrđuje novog korisnika u lancu potvrda, ima status koji pokreće socijalni program ili podnese prijavu pokroviteljstva).

Akt 2: Protokol algoritamski i deterministički evidentira POEN po pravilima Pravilnika — bez diskrecije, bez ugovora, bez protučinidbe.

Ova dva akta pravno su neovisna — ne postoji ugovor između korisnika i Fondacije po kojem bi za obavljeno X dobio Y POEN-a, niti korisnik ima potraživanje prema Fondaciji za evidentiranjem POEN-a.","A két különálló aktus elve a Protokoll általi minden egyes POEN-rögzítés jogi természetét írja le.

1. aktus: a felhasználó hozzájárul a közjóhoz, vagy olyan státusza van, amely ezt igazolja (adományoz, működési programon keresztül járul hozzá, új felhasználót megerősít a megerősítési láncban, szociális programot indító státusza van, vagy patronálási kérelmet nyújt be).

2. aktus: a Protokoll algoritmikusan és determinisztikusan rögzíti a POEN-t a Szabályzat szerint — mérlegelés nélkül, szerződés nélkül, ellenszolgáltatás nélkül.

E két aktus jogilag független egymástól — nincs olyan szerződés a felhasználó és az Alapítvány között, amely szerint az elvégzett X-ért Y POEN járna, és a felhasználónak nincs követelése az Alapítvánnyal szemben a POEN rögzítésére."
"faq","poen-zrno","pitanje 40 — pitanje","Da li je ovo neka piramida ili kripto?","Is this a pyramid scheme or a cryptocurrency?","Это какая-то пирамида или крипта?","Je li ovo neka piramida ili kripto?","Ez valamiféle piramisjáték vagy kripto?"
"faq","poen-zrno","pitanje 40 — odgovor","Nije ni jedno ni drugo.

Piramidalna šema funkcioniše tako što novi članovi plaćaju da bi raniji članovi zaradili — u KOLU ne postoji nivo ispod tebe, ne postoji provizija od tuđih doprinosa, niti se POEN kupuje za novac. Zbir je uvek nula: svaki POEN koji postoji upisan je kao isti takav minus u evidenciji Protokola, pa niko ne može stvoriti POEN ni iz čega.

Kriptovaluta postoji na blokčejn mreži, ima tržišnu cenu i može se kupovati i prodavati na berzi — POEN nije token, ne postoji izvan KOLA, ne menja se za dinare i nema tržišnu cenu.

POEN je, jednostavno, zapis o tome šta si dao zajednici — sličan knjigovodstvenoj stavci, ne novcu. Vrednost je u mreži ljudi koji međusobno razmenjuju rad, dobra i znanje, ne u spekulaciji.","It is neither.

A pyramid scheme works by having new members pay so that earlier members can profit — in KOLO there is no level below you, no commission on others' contributions, and POEN is not purchased with money. The sum is always zero: every POEN that exists is recorded as an equal-and-opposite negative in the Protocol's ledger, so nobody can create POEN out of thin air.

A cryptocurrency exists on a blockchain network, has a market price, and can be bought and sold on exchanges — POEN is not a token, does not exist outside KOLO, cannot be exchanged for dinars, and has no market price.

POEN is, simply, a record of what you have given to the community — similar to a bookkeeping entry, not to money. The value lies in the network of people who exchange work, goods and knowledge with one another, not in speculation.","Ни то, ни другое.

Пирамидальная схема работает так, что новые участники платят, чтобы заработали прежние, — в КОЛО нет уровня под тобой, нет комиссии с чужих вкладов, и ПОЕН не покупается за деньги. Сумма всегда равна нулю: каждый существующий ПОЕН записан таким же минусом в учёте Протокола, поэтому никто не может создать ПОЕН из ничего.

Криптовалюта существует в блокчейн-сети, имеет рыночную цену и может покупаться и продаваться на бирже — ПОЕН не токен, не существует вне КОЛО, не обменивается на динары и не имеет рыночной цены.

ПОЕН — это, попросту, запись о том, что ты дал сообществу: ближе к бухгалтерской проводке, чем к деньгам. Ценность здесь в сети людей, которые обмениваются трудом, товарами и знаниями, а не в спекуляции.","Nije ni jedno ni drugo.

Piramidalna shema funkcionira tako što novi članovi plaćaju da bi raniji članovi zaradili — u KOLU ne postoji razina ispod tebe, ne postoji provizija od tuđih doprinosa, niti se POEN kupuje za novac. Zbroj je uvijek nula: svaki POEN koji postoji upisan je kao isti takav minus u evidenciji Protokola, pa nitko ne može stvoriti POEN ni iz čega.

Kriptovaluta postoji na blockchain mreži, ima tržišnu cijenu i može se kupovati i prodavati na burzi — POEN nije token, ne postoji izvan KOLA, ne mijenja se za dinare i nema tržišnu cijenu.

POEN je, jednostavno, zapis o tome što si dao zajednici — sličan knjigovodstvenoj stavci, ne novcu. Vrijednost je u mreži ljudi koji međusobno razmjenjuju rad, dobra i znanje, ne u špekulaciji.","Egyik sem.

A piramisjáték úgy működik, hogy az új tagok fizetnek azért, hogy a korábbiak keressenek — a KOLO-ban nincs alattad szint, nincs jutalék mások hozzájárulásából, és a POEN nem vásárolható meg pénzért. Az összeg mindig nulla: minden létező POEN ugyanakkora mínuszként szerepel a Protokoll nyilvántartásában, így senki sem hozhat létre POEN-t a semmiből.

A kriptovaluta blokklánc-hálózaton létezik, piaci ára van, és tőzsdén vehető-eladható — a POEN nem token, a KOLO-n kívül nem létezik, nem váltható dinárra, és nincs piaci ára.

A POEN egyszerűen bejegyzés arról, mit adtál a közösségnek: közelebb áll egy könyvelési tételhez, mint a pénzhez. Az érték az emberek hálózatában van, akik munkát, javakat és tudást cserélnek egymással, nem a spekulációban."
"faq","poen-zrno","pitanje 51 — pitanje","Šta ako sistem propadne ili Fondacija prestane sa radom — gubim li sve?","What if the system collapses or the Foundation ceases operations — do I lose everything?","Что если система рухнет или Фонд прекратит работу — я потеряю всё?","Što ako sustav propadne ili Fondacija prestane s radom — gubim li sve?","Mi történik, ha a rendszer megbukik, vagy az Alapítvány beszünteti a működését — mindent elveszítek?"
